src,dst
0xfc0,0x270dS0x2cf1S0xff0
0xfe8,0xfea
0xfea,0xfee
0xfeb,0xfee
0xff1,0xff3
0xff3,0xff6
0xff6,0xff7
0xff4,0xff6
0xff7,0xff8
0xff8,0xffb
0xffb,0xffc
0xff9,0xffb
0xffc,0x3125S0x2686S0x2d3aS0xff0
0x3125S0x2686S0x2d3aS0xff0,0x2691S0x2d3aS0xff0
0xffd,0xfff
0xfff,0x1002
0x1002,0x2cf7S0xff0
0x1002,0x2d00S0xff0
0x1002,0x2d0dS0xff0
0x1002,0x2d1aS0xff0
0x1002,0x2d27S0xff0
0x1002,0x2d34S0xff0
0x1002,0x2d41S0xff0
0x1000,0x1002
0x2cf7S0xff0,0x1019
0x2cf7S0xff0,0x1020
0x2d00S0xff0,0x270dS0x2cf1S0xff0
0x2d0dS0xff0,0x2b78S0x2d06S0xff0
0x2d1aS0xff0,0x2691S0x2d13S0xff0
0x2d27S0xff0,0x2b78S0x2d20S0xff0
0x2d34S0xff0,0x2b78S0x2d2dS0xff0
0x2d41S0xff0,0x2691S0x2d3aS0xff0
0x1003,0x2d51S0xff0
0x100d,0x1010
0x1012,0x1014
0x1014,0x1019
0x1014,0x1022
0x1014,0x1026
0x1014,0x101c
0x1019,0x101a
0x1022,0x1027
0x1026,0x1027
0x1015,0x101a
0x101a,0x101c
0x101e,0x1020
0x1027,0x2724S0x2bb9
0x1024,0x1026
0x102c,0x102e
0x102e,0x2724S0x2bad
0x1030,0x1032
0x1032,0x1035
0x1035,0x2846
0x1035,0x284b
0x1033,0x1035
0x2846,0x2847
0x284b,0x2bbd
0x284b,0x2724S0x2bad
0x1036,0x2bd8
0x103c,0x103f
0x1041,0x1043
0x1043,0x1048
0x1043,0x1051
0x1043,0x1055
0x1043,0x104b
0x1048,0x1049
0x1051,0x1056
0x1055,0x1056
0x1044,0x1049
0x1049,0x104b
0x104d,0x104f
0x1056,0x270dS0x2d52S0x1099
0x1053,0x1055
0x105b,0x10d3
0x10d3,0x10d4
0x1061,0x1063
0x1063,0x1067
0x1064,0x1067
0x106a,0x106c
0x106c,0x106f
0x106f,0x1070
0x106d,0x106f
0x1070,0x1071
0x1071,0x1074
0x1074,0x1075
0x1072,0x1074
0x1075,0x313cS0x2b7cS0x1099
0x313cS0x2b7cS0x1099,0x2b87S0x1099
0x1079,0x107b
0x107b,0x107f
0x107c,0x107f
0x1082,0x1084
0x1084,0x1087
0x1087,0x1088
0x1085,0x1087
0x1088,0x1089
0x1089,0x108c
0x108c,0x108d
0x108a,0x108c
0x108d,0x270dS0x2d74S0x1099
0x1091,0x1093
0x1093,0x1097
0x1094,0x1097
0x109a,0x109c
0x109c,0x109f
0x109f,0x10a0
0x109d,0x109f
0x10a0,0x10a1
0x10a1,0x10a4
0x10a4,0x10a5
0x10a2,0x10a4
0x10a5,0x270dS0x2d81S0x1099
0x10a6,0x10a8
0x10a8,0x10af
0x10a8,0x10ac
0x10af,0x10b2
0x10a9,0x10ac
0x10ad,0x10af
0x10b0,0x10b2
0x10b3,0x10b5
0x10b5,0x2d58S0x1099
0x10b5,0x2d61S0x1099
0x10b5,0x2d6eS0x1099
0x10b5,0x2d7bS0x1099
0x10b5,0x2d88S0x1099
0x2d58S0x1099,0x10cf
0x2d61S0x1099,0x270dS0x2d52S0x1099
0x2d6eS0x1099,0x2b87S0x1099
0x2d7bS0x1099,0x270dS0x2d74S0x1099
0x2d88S0x1099,0x270dS0x2d81S0x1099
0x10b6,0x2d96S0x1099
0x10be,0x10c1
0x10c3,0x10d3
0x10c5,0x10c7
0x10c7,0x10cb
0x10c7,0x10cf
0x10c7,0x10d3
0x10cb,0x10d3
0x10cf,0x10d3
0x10c8,0x10cb
0x10d2,0x10d3
0x10d4,0x10d6
0x10d6,0x10da
0x10d7,0x10da
0x10db,0x10df
0x10dc,0x10df
0x10e0,0x10e3
0x10e1,0x10e3
0x10e8,0x10ed
0x10ed,0x10ee
0x10ea,0x10ec
0x10ec,0x10ed
0x10ee,0x111f
0x10ee,0x11a5
0x10ee,0x121e
0x111f,0x1120
0x11a5,0x11a6
0x121e,0x126f
0x10f1,0x1108
0x1108,0x1120
0x10f3,0x1108
0x1120,0x1121
0x110a,0x111f
0x1121,0x1125
0x1122,0x1125
0x1126,0x1128
0x1128,0x114e
0x1128,0x114b
0x114e,0x2dbfS0x1126
0x114e,0x2dc4S0x1126
0x114e,0x2dc8S0x1126
0x1129,0x114b
0x114c,0x114e
0x2dbfS0x1126,0x2dc4S0x1126
0x2dbfS0x1126,0x30d1S0x2792S0x1126
0x2dbfS0x1126,0x30cdS0x2792S0x1126
0x2dc4S0x1126,0x2dc9S0x1126
0x2dc8S0x1126,0x2dc9S0x1126
0x114f,0x2dd8S0x1126
0x1153,0x1156
0x1158,0x115a
0x115a,0x115d
0x115a,0x115f
0x115d,0x115f
0x1164,0x1166
0x1166,0x116a
0x1167,0x116a
0x116d,0x116f
0x116f,0x1172
0x1172,0x1173
0x1170,0x1172
0x1173,0x1174
0x1174,0x1177
0x1177,0x1178
0x1175,0x1177
0x1178,0x118e
0x118e,0x11a6
0x1179,0x118e
0x11a6,0x11aa
0x1190,0x11a5
0x11a7,0x11aa
0x11ab,0x11ad
0x11ad,0x11d3
0x11ad,0x11d0
0x11d3,0x2e9fS0x11ab
0x11d3,0x2ea4S0x11ab
0x11d3,0x2ea8S0x11ab
0x11ae,0x11d0
0x11d1,0x11d3
0x2e9fS0x11ab,0x2ea4S0x11ab
0x2e9fS0x11ab,0x30d1S0x2992S0x11ab
0x2e9fS0x11ab,0x30cdS0x2992S0x11ab
0x2ea4S0x11ab,0x2ea9S0x11ab
0x2ea8S0x11ab,0x2ea9S0x11ab
0x11d4,0x2eb8S0x11ab
0x11d8,0x11db
0x11dd,0x11df
0x11df,0x11e2
0x11df,0x11e4
0x11e2,0x11e4
0x11e6,0x1c5a0x470
0x11ec,0x11ee
0x11ee,0x11f2
0x11ef,0x11f2
0x11f5,0x11f7
0x11f7,0x11fa
0x11fa,0x11fb
0x11f8,0x11fa
0x11fb,0x11fc
0x11fc,0x11ff
0x11ff,0x1200
0x11fd,0x11ff
0x1200,0x1c1c0x470
0x1200,0x1bdd0x470
0x1200,0x1b8c0x470
0x1c1c0x470,0x1c550x470
0x1bdd0x470,0x1bf30x470
0x1b8c0x470,0x1ba20x470
0x1202,0x1205
0x1209,0x121e
0x1221,0x1236
0x1236,0x126f
0x1237,0x126f
0x125a,0x125c
0x125c,0x2f7aS0x1206
0x125c,0x2f83S0x1206
0x125c,0x2f90S0x1206
0x2f7aS0x1206,0x126d
0x2f83S0x1206,0x2b78S0x2f74S0x1206
0x2f90S0x1206,0x2b78S0x2f89S0x1206
0x125d,0x2f9cS0x1206
0x1263,0x1266
0x1268,0x126a
0x126a,0x126d
0x126a,0x126f
0x126d,0x126f
0x1275,0x1277
0x1277,0xeff_0x0
0x1277,0xf0a_0x1
0x1277,0xf1e_0x3
0x1277,0xf4c_0x0
0x1277,0xfbc_0x1
0x1277,0xff0_0x0
0x1277,0x1040_0x3
0x1277,0x1069_0x0
0x1277,0x1069_0x7
0x1277,0x1081_0x0
0x1277,0x1081_0x8
0x1277,0x1099_0x0
0x1277,0x1160_0x3
0x1277,0x116c_0x0
0x1277,0x11e5_0x3
0x1277,0x11f4_0x0
0x1277,0x1267_0x8
0x127b,0x127e
0x1282,0x128e
0x1284,0x128b
0x1284,0x1288
0x128b,0x1291
0x128b,0x128e
0x1289,0x128b
0x1291,0x1294
0x128f,0x1291
0x1294,0x12cb
0x1292,0x1294
0x1295,0x12c8
0x1295,0x12c5
0x12c8,0x12ce
0x12c8,0x12cb
0x1298,0x12ad
0x12ad,0x12c3
0x12c3,0x12c5
0x12ae,0x12c3
0x12c6,0x12c8
0x12ce,0x12d1
0x12cc,0x12ce
0x12d1,0x12dc
0x12cf,0x12d1
0x12d2,0x12d9
0x12d2,0x12d6
0x12d9,0x12df
0x12d9,0x12dc
0x12d7,0x12d9
0x12df,0x12e2
0x12dd,0x12df
0x12e2,0x12e5
0x12e0,0x12e2
0x12e7,0x12ef
0x12ec,0x12ef
0x12f3,0x1308
0x1308,0x1340
0x130a,0x1340
0x132c,0x132e
0x132e,0x2f5fS0x12f0
0x132e,0x2f68S0x12f0
0x2f5fS0x12f0,0x133e
0x2f68S0x12f0,0x2b78S0x2f59S0x12f0
0x132f,0x2f73S0x12f0
0x1334,0x1337
0x1339,0x133b
0x133b,0x133e
0x133b,0x1340
0x133e,0x1340
0x1349,0x134e
0x134e,0x1355
0x134b,0x1353
0x1353,0x1355
0x1355,0x1358
0x1350,0x1353
0x1358,0x1367_0x0
0x1358,0x137d_0x0
0x1358,0x135d
0x1356,0x1358
0x1367_0x0,0x136c
0x137d_0x0,0x1381
0x135a,0x135d
0x135f,0x1a82S0x135e
0x1362,0x1365
0x1369,0x136c
0x136e,0x1371
0x136e,0x1376
0x1371,0x1378
0x1376,0x1378
0x1378,0x137b
0x1373,0x1376
0x137b,0x137c
0x1379,0x137b
0x137c,0x137d_0x0
0x137e,0x1381
0x1382,0x1384
0x1384,0x13aa
0x1384,0x13a7
0x13aa,0x2ebfS0x1382
0x13aa,0x2ec4S0x1382
0x13aa,0x2ec8S0x1382
0x1385,0x13a7
0x13a8,0x13aa
0x2ebfS0x1382,0x2ec4S0x1382
0x2ebfS0x1382,0x30d1S0x29d2S0x1382
0x2ebfS0x1382,0x30cdS0x29d2S0x1382
0x2ec4S0x1382,0x2ec9S0x1382
0x2ec8S0x1382,0x2ec9S0x1382
0x13ab,0x2ed8S0x1382
0x13af,0x13b2
0x13b4,0x13b6
0x13b6,0x13b9
0x13b6,0x13bb
0x13b9,0x13bb
0x13bd,0x13c3
0x13c3,0x13ca
0x13c0,0x13c8
0x13c8,0x13ca
0x13ca,0x13cd
0x13c5,0x13c8
0x13cd,0x13ce
0x13cb,0x13cd
0x13ce,0x13d2
0x13ce,0x15e5
0x13d2,0x13d6
0x15e5,0x15e9
0x13d3,0x13d6
0x13d7,0x13eb
0x13eb,0x13ec
0x13d9,0x13e2
0x13d9,0x13f0
0x13e2,0x13e8
0x13db,0x13e0
0x13e0,0x13e6
0x13e0,0x13ed
0x13dd,0x13e0
0x13e6,0x13e7
0x13ed,0x13ee
0x13e8,0x13ee
0x13e4,0x13e6
0x13e7,0x13e8
0x13ee,0x13f0
0x13ec,0x13ed
0x13f2,0x1405
0x1405,0x1406
0x13f4,0x13fa
0x13f4,0x13fc
0x13f4,0x140a
0x13fa,0x1400
0x13fa,0x1407
0x13fc,0x1402
0x13f7,0x13fa
0x1400,0x1401
0x1407,0x1408
0x1402,0x1408
0x13fe,0x1400
0x1401,0x1402
0x1408,0x140a
0x1406,0x1407
0x140e,0x1417
0x140e,0x144c
0x1417,0x1430
0x1410,0x1415
0x1415,0x142e
0x1415,0x1449
0x1412,0x1415
0x142e,0x142f
0x1449,0x144a
0x1430,0x144a
0x1419,0x142e
0x142f,0x1430
0x144a,0x144c
0x1433,0x1448
0x1448,0x1449
0x144e,0x1d10S0x140c
0x1451,0x1454
0x1456,0x145a
0x145d,0x1466
0x145d,0x149b
0x1466,0x147f
0x145f,0x1464
0x1464,0x147d
0x1464,0x1498
0x1461,0x1464
0x147d,0x147e
0x1498,0x1499
0x147f,0x1499
0x1468,0x147d
0x147e,0x147f
0x1499,0x149b
0x1482,0x1497
0x1497,0x1498
0x149d,0x14d9
0x14d9,0x14da
0x149f,0x14a8
0x149f,0x14dd
0x14a8,0x14c1
0x14a1,0x14a6
0x14a6,0x14bf
0x14a6,0x14da
0x14a3,0x14a6
0x14bf,0x14c0
0x14da,0x14db
0x14c1,0x14db
0x14aa,0x14bf
0x14c0,0x14c1
0x14db,0x14dd
0x14c4,0x14d9
0x14df,0x270dS0x2cacS0x15b3
0x1500,0x1505
0x1505,0x150c
0x1502,0x150a
0x150a,0x150c
0x150c,0x1522
0x1507,0x150a
0x1522,0x1538
0x150d,0x1522
0x1538,0x155b
0x1538,0x156a
0x1523,0x1538
0x155b,0x155c
0x156a,0x156b
0x1539,0x1547
0x1547,0x154a
0x153e,0x1540
0x1540,0x154f
0x1540,0x154c
0x154f,0x1557
0x1542,0x1547
0x154a,0x154c
0x1548,0x154a
0x154d,0x154f
0x1557,0x156a
0x1550,0x156a
0x1552,0x1554
0x1554,0x1557
0x1554,0x156a
0x155c,0x155e
0x155e,0x1562
0x155f,0x1562
0x1563,0x1566
0x1569,0x156a
0x156b,0x156d
0x156d,0x1571
0x156e,0x1571
0x1572,0x1576
0x1573,0x1576
0x1577,0x157a
0x1578,0x157a
0x1580,0x1582
0x1582,0x1592
0x1582,0x1599
0x1582,0x24f1S0x157b
0x1582,0x2500S0x157b
0x1582,0x251dS0x157b
0x1582,0x1587
0x1592,0x1596
0x1599,0x24f1S0x157b
0x1599,0x2280S0x2516S0x157b
0x1599,0x2252S0x2516S0x157b
0x24f1S0x157b,0x24f2S0x157b
0x2500S0x157b,0x2501S0x157b
0x251dS0x157b,0x225dS0x2516S0x157b
0x251dS0x157b,0x2277S0x2516S0x157b
0x251dS0x157b,0x2251S0x2516S0x157b
0x1583,0x1587
0x1584,0x1587
0x1588,0x158f
0x1588,0x1599
0x158f,0x1590
0x1589,0x158b
0x158b,0x1590
0x1590,0x1592
0x158c,0x158f
0x1594,0x1596
0x2280S0x2516S0x157b,0x2281S0x2516S0x157b
0x2252S0x2516S0x157b,0x2256S0x2516S0x157b
0x159b,0x252aS0x157b
0x15a0,0x15a3
0x15a6,0x15ab
0x15ab,0x270dS0x2cc1S0x15b3
0x15a8,0x15aa
0x15aa,0x15ab
0x15ac,0x1d10S0x15a4
0x15af,0x15b2
0x15b4,0x3125S0x2686S0x2cdbS0x15b3
0x3125S0x2686S0x2cdbS0x15b3,0x2691S0x2cdbS0x15b3
0x15b5,0x15b7
0x15b7,0x15ba
0x15ba,0x2cb2S0x15b3
0x15ba,0x2cbbS0x15b3
0x15ba,0x2cc8S0x15b3
0x15ba,0x2cd5S0x15b3
0x15ba,0x2ce2S0x15b3
0x15b8,0x15ba
0x2cb2S0x15b3,0x15cf
0x2cb2S0x15b3,0x15d6
0x2cbbS0x15b3,0x270dS0x2cacS0x15b3
0x2cc8S0x15b3,0x270dS0x2cc1S0x15b3
0x2cd5S0x15b3,0x2b78S0x2cceS0x15b3
0x2ce2S0x15b3,0x2691S0x2cdbS0x15b3
0x15bb,0x2cf0S0x15b3
0x15c3,0x15c6
0x15c8,0x15ca
0x15ca,0x15cf
0x15ca,0x15d8
0x15ca,0x15dc
0x15ca,0x15d2
0x15cf,0x15d0
0x15d8,0x15dd
0x15dc,0x15dd
0x15cb,0x15d0
0x15d0,0x15d2
0x15d4,0x15d6
0x15dd,0x15e2
0x15da,0x15dc
0x15de,0x15e2
0x15e6,0x15e9
0x15ea,0x15f4
0x15ea,0x15fd
0x15ea,0x1602
0x15f4,0x15fa
0x15fd,0x15fe
0x15ed,0x15f2
0x15f2,0x15f8
0x15f2,0x15ff
0x15ef,0x15f2
0x15f8,0x15f9
0x15ff,0x1600
0x15fa,0x1600
0x15f6,0x15f8
0x15f9,0x15fa
0x1600,0x1602
0x15fe,0x15ff
0x160a,0x160f
0x160f,0x1616
0x160c,0x1614
0x1614,0x1616
0x1616,0x162c
0x1611,0x1614
0x162c,0x3125S0x2686S0x2bd9S0x4ca
0x1617,0x162c
0x3125S0x2686S0x2bd9S0x4ca,0x2691S0x2bd9S0x4ca
0x16e2,0x16e7
0x16e7,0x16ee
0x16e4,0x16ec
0x16ec,0x16ee
0x16ee,0x1704
0x16e9,0x16ec
0x1704,0x3125S0x2686S0x2bd9S0x520
0x16ef,0x1704
0x3125S0x2686S0x2bd9S0x520,0x2691S0x2bd9S0x520
0x1708,0x170c
0x170a,0x170c
0x170e,0x1710
0x1711,0x1715
0x1715,0x1718
0x1713,0x1715
0x1716,0x1718
0x171a,0x171c
0x171d,0x1721
0x1721,0x1729
0x171f,0x1721
0x1729,0x2b78S0x2f59S0x55d
0x172d,0x1732
0x1732,0x1739
0x172f,0x1737
0x1737,0x1739
0x1739,0x174f
0x1734,0x1737
0x174f,0x1765
0x173a,0x174f
0x1765,0x17b3
0x1765,0x17c2
0x1750,0x1765
0x17b3,0x17b4
0x17c2,0x17c3
0x1766,0x1795
0x1795,0x1798
0x176b,0x270dS0x2c91S0x172c
0x178c,0x178e
0x178e,0x179d
0x178e,0x179a
0x179d,0x2c97S0x172c
0x179d,0x2ca0S0x172c
0x1790,0x1795
0x1798,0x179a
0x1796,0x1798
0x179b,0x179d
0x2c97S0x172c,0x17af
0x2ca0S0x172c,0x270dS0x2c91S0x172c
0x179e,0x2cabS0x172c
0x17a3,0x17a6
0x17a8,0x17c2
0x17aa,0x17ac
0x17ac,0x17af
0x17ac,0x17c2
0x17af,0x17c2
0x17b4,0x17b6
0x17b6,0x17ba
0x17b7,0x17ba
0x17bb,0x17be
0x17c1,0x17c2
0x17c3,0x17c5
0x17c5,0x17c9
0x17c6,0x17c9
0x17ca,0x17ce
0x17cb,0x17ce
0x17cf,0x17d2
0x17d0,0x17d2
0x17d8,0x17da
0x17da,0x17e5
0x17da,0x17ec
0x17da,0x2532S0x17d3
0x17da,0x2546S0x17d3
0x17e5,0x17e9
0x17ec,0x2532S0x17d3
0x2532S0x17d3,0x2533S0x17d3
0x2546S0x17d3,0x232bS0x253dS0x17d3
0x17db,0x17e2
0x17db,0x17ec
0x17e2,0x17e3
0x17dc,0x17de
0x17de,0x17e3
0x17e3,0x17e5
0x17df,0x17e2
0x17e7,0x17e9
0x17ee,0x2553S0x17d3
0x17f3,0x17f6
0x17f8,0x17f9
0x17f9,0x17fa
0x17fa,0x17fe
0x17fb,0x17fe
0x17ff,0x1801
0x1801,0x1827
0x1801,0x1824
0x1827,0x2e1fS0x17ff
0x1827,0x2e24S0x17ff
0x1827,0x2e28S0x17ff
0x1802,0x1824
0x1825,0x1827
0x2e1fS0x17ff,0x2e24S0x17ff
0x2e1fS0x17ff,0x30d1S0x2892S0x17ff
0x2e1fS0x17ff,0x30cdS0x2892S0x17ff
0x2e24S0x17ff,0x2e29S0x17ff
0x2e28S0x17ff,0x2e29S0x17ff
0x1828,0x2e38S0x17ff
0x182c,0x182f
0x1831,0x1833
0x1833,0x1836
0x1833,0x1838
0x1836,0x1838
0x183c,0x1841
0x1841,0x1848
0x183e,0x1846
0x1846,0x1848
0x1848,0x185e
0x1843,0x1846
0x185e,0x1874
0x1849,0x185e
0x1874,0x18c2
0x1874,0x18d1
0x185f,0x1874
0x18c2,0x18c3
0x18d1,0x18d2
0x1875,0x18a4
0x18a4,0x18a7
0x187a,0x270dS0x2c91S0x1839
0x189b,0x189d
0x189d,0x18ac
0x189d,0x18a9
0x18ac,0x2c97S0x1839
0x18ac,0x2ca0S0x1839
0x189f,0x18a4
0x18a7,0x18a9
0x18a5,0x18a7
0x18aa,0x18ac
0x2c97S0x1839,0x18be
0x2ca0S0x1839,0x270dS0x2c91S0x1839
0x18ad,0x2cabS0x1839
0x18b2,0x18b5
0x18b7,0x18d1
0x18b9,0x18bb
0x18bb,0x18be
0x18bb,0x18d1
0x18be,0x18d1
0x18c3,0x18c5
0x18c5,0x18c9
0x18c6,0x18c9
0x18ca,0x18cd
0x18d0,0x18d1
0x18d2,0x18d4
0x18d4,0x18d8
0x18d5,0x18d8
0x18d9,0x18dd
0x18da,0x18dd
0x18de,0x18e1
0x18df,0x18e1
0x18e7,0x18e9
0x18e9,0x18f4
0x18e9,0x18fb
0x18e9,0x2532S0x18e2
0x18e9,0x2546S0x18e2
0x18f4,0x18f8
0x18fb,0x2532S0x18e2
0x2532S0x18e2,0x2533S0x18e2
0x2546S0x18e2,0x232bS0x253dS0x18e2
0x18ea,0x18f1
0x18ea,0x18fb
0x18f1,0x18f2
0x18eb,0x18ed
0x18ed,0x18f2
0x18f2,0x18f4
0x18ee,0x18f1
0x18f6,0x18f8
0x18fd,0x2553S0x18e2
0x1902,0x1905
0x1909,0x1920
0x1920,0x1938
0x190b,0x1920
0x1938,0x1939
0x1922,0x1937
0x1937,0x1938
0x1939,0x193d
0x193a,0x193d
0x193e,0x1943
0x1943,0x194a
0x1940,0x1948
0x1948,0x194a
0x194a,0x1960
0x1945,0x1948
0x1960,0x1963_0x0
0x1960,0x19a9_0x1
0x194b,0x1960
0x1963_0x0,0x197a
0x19a9_0x1,0x19c1
0x1965,0x197a
0x197a,0x1993
0x1993,0x1999
0x197b,0x1982
0x1982,0x1993
0x197e,0x1981
0x197e,0x1993
0x1981,0x1982
0x1984,0x1986
0x1986,0x198e
0x198e,0x1993
0x1987,0x1993
0x1989,0x198b
0x198b,0x198e
0x198b,0x1993
0x1999,0x199b
0x199b,0x199f
0x199c,0x199f
0x19a0,0x19a4
0x19a1,0x19a4
0x19a5,0x19a8
0x19a6,0x19a8
0x19ac,0x19c1
0x19c1,0x1a16
0x19c2,0x1cb7S0x19a9
0x19c5,0x19c8
0x19ca,0x19df
0x19df,0x1a16
0x19e0,0x1a16
0x1a01,0x2b78S0x2f59S0x19c9
0x1a02,0x1a04
0x1a04,0x2f5fS0x19c9
0x1a04,0x2f68S0x19c9
0x2f5fS0x19c9,0x1a14
0x2f68S0x19c9,0x2b78S0x2f59S0x19c9
0x1a05,0x2f73S0x19c9
0x1a0a,0x1a0d
0x1a0f,0x1a11
0x1a11,0x1a14
0x1a11,0x1a16
0x1a14,0x1a16
0x1a1a,0x1d99S0x1a19
0x1a1e,0x3125S0x2686S0x2c09S0x1d11S0x1a19
0x3125S0x2686S0x2c09S0x1d11S0x1a19,0x2691S0x2c09S0x1d11S0x1a19
0x1a20,0x1a25
0x1a25,0x1a2c
0x1a22,0x1a2a
0x1a2a,0x1a2c
0x1a2c,0x1a42
0x1a27,0x1a2a
0x1a42,0x1a58
0x1a2d,0x1a42
0x1a58,0x1e84S0x1d32S0x1a19
0x1a58,0x1ee3S0x1d32S0x1a19
0x1a43,0x1a58
0x1e84S0x1d32S0x1a19,0x1e88S0x1d32S0x1a19
0x1ee3S0x1d32S0x1a19,0x1effS0x1d32S0x1a19
0x1a59,0x1a66
0x1a66,0x1a67
0x1a61,0x1a66
0x1a84,0x1a89
0x1a89,0x1a90
0x1a86,0x1a8e
0x1a8e,0x1a90
0x1a90,0x1a93
0x1a8b,0x1a8e
0x1a93,0x1aa2_0x0
0x1a93,0x1ab8_0x0
0x1a93,0x1a98
0x1a91,0x1a93
0x1aa2_0x0,0x1aa7
0x1ab8_0x0,0x1abc
0x1a95,0x1a98
0x1a9a,0x1a82S0x1a99
0x1a9d,0x1aa0
0x1aa4,0x1aa7
0x1aa9,0x1aac
0x1aa9,0x1ab1
0x1aac,0x1ab3
0x1ab1,0x1ab3
0x1ab3,0x1ab6
0x1aae,0x1ab1
0x1ab6,0x1ab7
0x1ab4,0x1ab6
0x1ab7,0x1ab8_0x0
0x1ab9,0x1abc
0x1abd,0x1abf
0x1abf,0x1ae5
0x1abf,0x1ae2
0x1ae5,0x2ebfS0x1abd
0x1ae5,0x2ec4S0x1abd
0x1ae5,0x2ec8S0x1abd
0x1ac0,0x1ae2
0x1ae3,0x1ae5
0x2ebfS0x1abd,0x2ec4S0x1abd
0x2ebfS0x1abd,0x30d1S0x29d2S0x1abd
0x2ebfS0x1abd,0x30cdS0x29d2S0x1abd
0x2ec4S0x1abd,0x2ec9S0x1abd
0x2ec8S0x1abd,0x2ec9S0x1abd
0x1ae6,0x2ed8S0x1abd
0x1aea,0x1aed
0x1aef,0x1af1
0x1af1,0x1af4
0x1af1,0x1af6
0x1af4,0x1af6
0x1af8,0x1afe
0x1afe,0x1b05
0x1afb,0x1b03
0x1b03,0x1b05
0x1b05,0x1b08
0x1b00,0x1b03
0x1b08,0x1b09
0x1b06,0x1b08
0x1b09,0x1b0d
0x1b09,0x1b49
0x1b0d,0x1b11
0x1b49,0x1b4d
0x1b0e,0x1b11
0x1b12,0x1b26
0x1b26,0x1b27
0x1b14,0x1b1d
0x1b14,0x1b2b
0x1b1d,0x1b23
0x1b16,0x1b1b
0x1b1b,0x1b21
0x1b1b,0x1b28
0x1b18,0x1b1b
0x1b21,0x1b22
0x1b28,0x1b29
0x1b23,0x1b29
0x1b1f,0x1b21
0x1b22,0x1b23
0x1b29,0x1b2b
0x1b27,0x1b28
0x1b2d,0x1b40
0x1b40,0x1b41
0x1b2f,0x1b35
0x1b2f,0x1b37
0x1b2f,0x1b45
0x1b35,0x1b3b
0x1b35,0x1b42
0x1b37,0x1b3d
0x1b32,0x1b35
0x1b3b,0x1b3c
0x1b42,0x1b43
0x1b3d,0x1b43
0x1b39,0x1b3b
0x1b3c,0x1b3d
0x1b43,0x1b45
0x1b41,0x1b42
0x1b4a,0x1b4d
0x1b4e,0x1b58
0x1b4e,0x1b61
0x1b4e,0x1b66
0x1b58,0x1b5e
0x1b61,0x1b62
0x1b51,0x1b56
0x1b56,0x1b5c
0x1b56,0x1b63
0x1b53,0x1b56
0x1b5c,0x1b5d
0x1b63,0x1b64
0x1b5e,0x1b64
0x1b5a,0x1b5c
0x1b5d,0x1b5e
0x1b64,0x1b66
0x1b62,0x1b63
0x1c61,0x1c66
0x1c61,0x1caf
0x1c66,0x1c67
0x1c67,0x1c6b
0x1c68,0x1c6b
0x1c6c,0x1c6e
0x1c6e,0x1c94
0x1c6e,0x1c91
0x1c94,0x2dffS0x1c6c
0x1c94,0x2e04S0x1c6c
0x1c94,0x2e08S0x1c6c
0x1c6f,0x1c91
0x1c92,0x1c94
0x2dffS0x1c6c,0x2e04S0x1c6c
0x2dffS0x1c6c,0x30d1S0x2852S0x1c6c
0x2dffS0x1c6c,0x30cdS0x2852S0x1c6c
0x2e04S0x1c6c,0x2e09S0x1c6c
0x2e08S0x1c6c,0x2e09S0x1c6c
0x1c95,0x2e18S0x1c6c
0x1c99,0x1c9c
0x1c9e,0x1ca0
0x1ca0,0x1ca3
0x1ca0,0x1ca5
0x1ca3,0x1ca5
0x1cb9,0x1e69S0x1cb8
0x1cbe,0x1cc3
0x1cc3,0x1cca
0x1cc0,0x1cc8
0x1cc8,0x1cca
0x1cca,0x1ce0
0x1cc5,0x1cc8
0x1ce0,0x1cf6
0x1ccb,0x1ce0
0x1cf6,0x1e84S0x1e03S0x1cb8
0x1cf6,0x1ee3S0x1e03S0x1cb8
0x1ce1,0x1cf6
0x1e84S0x1e03S0x1cb8,0x1e88S0x1e03S0x1cb8
0x1ee3S0x1e03S0x1cb8,0x1effS0x1e03S0x1cb8
0x1cf7,0x1d03
0x1d03,0x1d04
0x1cfe,0x1d03
0x1d9d,0x2036
0x1da2,0x1da4
0x1da4,0x1da8
0x1da4,0x1db3
0x1da4,0x3098S0x1fe9
0x1da4,0x2779S0x1fe9
0x1da4,0x1db0
0x1da8,0x1dab
0x1db3,0x1dd6
0x3098S0x1fe9,0x3189S0x1fe9
0x3098S0x1fe9,0x316eS0x276eS0x1fe9
0x3098S0x1fe9,0x3164S0x276eS0x1fe9
0x3098S0x1fe9,0x3149S0x276eS0x1fe9
0x3098S0x1fe9,0x30cdS0x2764S0x1fe9
0x2779S0x1fe9,0x3151S0x276eS0x1fe9
0x1da6,0x1da8
0x1da9,0x1dab
0x1dad,0x1db0
0x1db1,0x1db3
0x1db4,0x1dd6
0x1dd8,0x1ddb
0x1fe1,0x1fe2
0x1fe2,0x1fe8
0x1fe5,0x1fe8
0x1fe9,0x1feb
0x1feb,0x2011
0x1feb,0x200e
0x2011,0x2d9dS0x1fe9
0x2011,0x2da2S0x1fe9
0x2011,0x2da6S0x1fe9
0x1fec,0x200e
0x200f,0x2011
0x2d9dS0x1fe9,0x2da2S0x1fe9
0x2d9dS0x1fe9,0x30d1S0x2764S0x1fe9
